search_term,status,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword_text,match_type,impressions,clicks,cost,conversions,conversion_value,ctr,cpc,is_brand_term,expected_ad_group,actual_ad_group,issue_type,priority,recommendation
b2b dealer portal,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b dealer portal,EXACT,16,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b dealer portal] as negative to [NB - General B2B] to route to [B2B EComm]
b2b best platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b best platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b commerce platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b commerce platforms] as negative to [NB - General B2B] to route to [B2B EComm]
b2b e commerce platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b e commerce platforms] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,15,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,14,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b platforms] as negative to [NB - General B2B] to route to [B2B EComm]
b2b sales platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b sales platforms] as negative to [NB - General B2B] to route to [B2B EComm]
b2b top websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b top websites] as negative to [NB - General B2B] to route to [B2B EComm]
b2b trade platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b trade platform] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b company websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b company websites] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b ecommerce] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b ecommerce companies,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b ecommerce companies] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b ecommerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b ecommerce platform] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b ecommerce platforms,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,21,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b ecommerce platforms] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b ecommerce websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b ecommerce websites] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b marketplace] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b marketplaces,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,6,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b marketplaces] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b platform] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,10,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b platforms] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b portal,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b portal] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b product websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b product websites] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b service websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b service websites] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b software websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,6,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b software websites] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b websites,EXCLUDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,75,5,213.74,0.0,0.0,6.67,42.75,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b websites] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b websites in the world,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b websites in the world] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b wholesale platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b wholesale platform] as negative to [NB - General B2B] to route to [B2B EComm]
best ecommerce for b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best ecommerce for b2b] as negative to [NB - General B2B] to route to [B2B EComm]
best ecommerce platform for b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best ecommerce platform for b2b] as negative to [NB - General B2B] to route to [B2B EComm]
best ecommerce platforms for b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best ecommerce platforms for b2b] as negative to [NB - General B2B] to route to [B2B EComm]
best in class b2b websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best in class b2b websites] as negative to [NB - General B2B] to route to [B2B EComm]
best online b2b marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best online b2b marketplace] as negative to [NB - General B2B] to route to [B2B EComm]
best platform for b2b marketing,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best platform for b2b marketing] as negative to [NB - General B2B] to route to [B2B EComm]
best platforms for b2b marketing,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best platforms for b2b marketing] as negative to [NB - General B2B] to route to [B2B EComm]
ecommerce b2b platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [ecommerce b2b platform] as negative to [NB - General B2B] to route to [B2B EComm]
great b2b websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [great b2b websites] as negative to [NB - General B2B] to route to [B2B EComm]
online b2b marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [online b2b marketplace] as negative to [NB - General B2B] to route to [B2B EComm]
the best b2b websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,7,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [the best b2b websites] as negative to [NB - General B2B] to route to [B2B EComm]
top 10 b2b ecommerce platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,2,1,53.91,0.0,0.0,50.0,53.91,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [top 10 b2b ecommerce platforms] as negative to [NB - General B2B] to route to [B2B EComm]
top b2b ecommerce platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [top b2b ecommerce platforms] as negative to [NB - General B2B] to route to [B2B EComm]
top b2b marketplaces,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,6,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [top b2b marketplaces] as negative to [NB - General B2B] to route to [B2B EComm]
top b2b marketplaces in the world,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [top b2b marketplaces in the world] as negative to [NB - General B2B] to route to [B2B EComm]
top b2b websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,12,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [top b2b websites] as negative to [NB - General B2B] to route to [B2B EComm]
top b2b websites in the world,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [top b2b websites in the world] as negative to [NB - General B2B] to route to [B2B EComm]
top b2b wholesale websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,best b2b ecommerce platforms,EXACT,17,2,44.97,0.0,0.0,11.76,22.48,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [top b2b wholesale websites] as negative to [NB - General B2B] to route to [B2B EComm]
b2b best platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b best platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b commerce platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b commerce platforms] as negative to [NB - General B2B] to route to [B2B EComm]
b2b e commerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,7,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b e commerce] as negative to [NB - General B2B] to route to [B2B EComm]
b2b e commerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,3,2,132.21,0.0,0.0,66.67,66.11,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b e commerce platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b e commerce system,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b e commerce system] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,24,1,25.62,0.0,0.0,4.17,25.62,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce marketplace] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,8,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce platforms,ADDED,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,40,1,113.12,0.0,0.0,2.5,113.12,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce platforms] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce software] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce solutions,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce solutions] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce store,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce store] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce system,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce system] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce websites] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ecommerce world,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,6,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ecommerce world] as negative to [NB - General B2B] to route to [B2B EComm]
b2b en ligne,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b en ligne] as negative to [NB - General B2B] to route to [B2B EComm]
b2b marketing place,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b marketing place] as negative to [NB - General B2B] to route to [B2B EComm]
b2b marketplace,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,28,1,21.75,0.0,0.0,3.57,21.75,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b marketplace] as negative to [NB - General B2B] to route to [B2B EComm]
b2b marketplace platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b marketplace platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b marketplace platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b marketplace platforms] as negative to [NB - General B2B] to route to [B2B EComm]
b2b marketplaces,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,12,2,197.87,0.0,0.0,16.67,98.93,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b marketplaces] as negative to [NB - General B2B] to route to [B2B EComm]
b2b online,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,4,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b online] as negative to [NB - General B2B] to route to [B2B EComm]
b2b onlineshop software,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b onlineshop software] as negative to [NB - General B2B] to route to [B2B EComm]
b2b ordering platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b ordering platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,36,1,26.54,0.0,0.0,2.78,26.54,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,23,1,85.43,0.0,0.0,4.35,85.43,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b platforms] as negative to [NB - General B2B] to route to [B2B EComm]
b2b retail platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b retail platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b sales platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,6,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b sales platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b side,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b side] as negative to [NB - General B2B] to route to [B2B EComm]
b2b trading platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b trading platform] as negative to [NB - General B2B] to route to [B2B EComm]
b2b web shop,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b web shop] as negative to [NB - General B2B] to route to [B2B EComm]
b2b webshop,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,2,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b webshop] as negative to [NB - General B2B] to route to [B2B EComm]
b2b websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b websites] as negative to [NB - General B2B] to route to [B2B EComm]
b2b webstore,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b webstore] as negative to [NB - General B2B] to route to [B2B EComm]
b2b wholesale platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [b2b wholesale platform] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b ecommerce,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b ecommerce] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b ecommerce websites,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,9,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b ecommerce websites] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b platform,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b platform] as negative to [NB - General B2B] to route to [B2B EComm]
best b2b platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,3,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best b2b platforms] as negative to [NB - General B2B] to route to [B2B EComm]
best ecommerce platforms for b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [best ecommerce platforms for b2b] as negative to [NB - General B2B] to route to [B2B EComm]
e commerce business to business b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [e commerce business to business b2b] as negative to [NB - General B2B] to route to [B2B EComm]
ecommerce b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [ecommerce b2b] as negative to [NB - General B2B] to route to [B2B EComm]
ecommerce for b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [ecommerce for b2b] as negative to [NB - General B2B] to route to [B2B EComm]
global b2b platforms,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [global b2b platforms] as negative to [NB - General B2B] to route to [B2B EComm]
marketplace b2b,NONE,22740783748,Search - NonBrand,184871850902,NB - General B2B,b2b ecommerce platforms,EXACT,1,0,0.0,0.0,0.0,0.0,0,False,B2B EComm,NB - General B2B,INTENT_MISMATCH,LOW,Consider adding [marketplace b2b] as negative to [NB - General B2B] to route to [B2B EComm]
